number,name,method,fold,symbolCount,numOfAttentionLayers,header,dmodel,dff,ncoef,strategy,architecture,dropout,num_resblocks,num_channels,use_1x1conv,lr,Test Accuracy
10,CBF,TSFEL_SYM,0,5,,,,,,quantile,resnet,,3.0,16.0,True,True,0.7066666666666667
10,CBF,TSFEL_SYM,1,5,,,,,,quantile,resnet,,3.0,16.0,True,True,0.7244444444444444
10,CBF,TSFEL_SYM,2,5,,,,,,quantile,resnet,,3.0,16.0,True,True,0.6911111111111111
10,CBF,TSFEL_SYM,3,5,,,,,,quantile,resnet,,3.0,16.0,True,True,0.6655555555555556
10,CBF,TSFEL_SYM,4,5,,,,,,quantile,resnet,,3.0,16.0,True,True,0.6566666666666666
10,CBF,TSFEL_SYM,0,5,,,,,,quantile,resnet,,3.0,64.0,True,True,0.7188888888888889
10,CBF,TSFEL_SYM,1,5,,,,,,quantile,resnet,,3.0,64.0,True,True,0.7655555555555555
10,CBF,TSFEL_SYM,2,5,,,,,,quantile,resnet,,3.0,64.0,True,True,0.7388888888888889
10,CBF,TSFEL_SYM,3,5,,,,,,quantile,resnet,,3.0,64.0,True,True,0.6766666666666666
10,CBF,TSFEL_SYM,4,5,,,,,,quantile,resnet,,3.0,64.0,True,True,0.6955555555555556
10,CBF,TSFEL_SYM,0,6,,,,,,uniform,resnet,,3.0,16.0,True,True,0.7266666666666667
10,CBF,TSFEL_SYM,1,6,,,,,,uniform,resnet,,3.0,16.0,True,True,0.7455555555555555
10,CBF,TSFEL_SYM,2,6,,,,,,uniform,resnet,,3.0,16.0,True,True,0.6911111111111111
10,CBF,TSFEL_SYM,3,6,,,,,,uniform,resnet,,3.0,16.0,True,True,0.6822222222222222
10,CBF,TSFEL_SYM,4,6,,,,,,uniform,resnet,,3.0,16.0,True,True,0.6788888888888889
10,CBF,TSFEL_SYM,0,6,,,,,,uniform,resnet,,3.0,64.0,True,True,0.7
10,CBF,TSFEL_SYM,1,6,,,,,,uniform,resnet,,3.0,64.0,True,True,0.7733333333333333
10,CBF,TSFEL_SYM,2,6,,,,,,uniform,resnet,,3.0,64.0,True,True,0.7611111111111111
10,CBF,TSFEL_SYM,3,6,,,,,,uniform,resnet,,3.0,64.0,True,True,0.6966666666666667
10,CBF,TSFEL_SYM,4,6,,,,,,uniform,resnet,,3.0,64.0,True,True,0.7144444444444444
10,CBF,TSFEL_SYM,0,6,,,,,,quantile,resnet,,3.0,16.0,True,True,0.7044444444444444
10,CBF,TSFEL_SYM,1,6,,,,,,quantile,resnet,,3.0,16.0,True,True,0.7044444444444444
10,CBF,TSFEL_SYM,2,6,,,,,,quantile,resnet,,3.0,16.0,True,True,0.6833333333333333
10,CBF,TSFEL_SYM,3,6,,,,,,quantile,resnet,,3.0,16.0,True,True,0.6455555555555555
10,CBF,TSFEL_SYM,4,6,,,,,,quantile,resnet,,3.0,16.0,True,True,0.6555555555555556
10,CBF,TSFEL_SYM,0,6,,,,,,quantile,resnet,,3.0,64.0,True,True,0.7088888888888889
10,CBF,TSFEL_SYM,1,6,,,,,,quantile,resnet,,3.0,64.0,True,True,0.7511111111111111
10,CBF,TSFEL_SYM,2,6,,,,,,quantile,resnet,,3.0,64.0,True,True,0.7422222222222222
10,CBF,TSFEL_SYM,3,6,,,,,,quantile,resnet,,3.0,64.0,True,True,0.6733333333333333
10,CBF,TSFEL_SYM,4,6,,,,,,quantile,resnet,,3.0,64.0,True,True,0.6922222222222222
10,CBF,TSFRESH,0,0,,,,,,uniform,resnet,,3.0,16.0,True,True,0.3333333333333333
10,CBF,TSFRESH,1,0,,,,,,uniform,resnet,,3.0,16.0,True,True,0.3422222222222222
10,CBF,TSFRESH,2,0,,,,,,uniform,resnet,,3.0,16.0,True,True,0.33555555555555555
10,CBF,TSFRESH,3,0,,,,,,uniform,resnet,,3.0,16.0,True,True,0.3333333333333333
10,CBF,TSFRESH,4,0,,,,,,uniform,resnet,,3.0,16.0,True,True,0.3411111111111111
10,CBF,TSFRESH,0,0,,,,,,uniform,resnet,,3.0,64.0,True,True,0.34444444444444444
10,CBF,TSFRESH,1,0,,,,,,uniform,resnet,,3.0,64.0,True,True,0.33555555555555555
10,CBF,TSFRESH,2,0,,,,,,uniform,resnet,,3.0,64.0,True,True,0.3655555555555556
10,CBF,TSFRESH,3,0,,,,,,uniform,resnet,,3.0,64.0,True,True,0.3188888888888889
10,CBF,TSFRESH,4,0,,,,,,uniform,resnet,,3.0,64.0,True,True,0.3333333333333333
10,CBF,TSFRESH_SEL,0,0,3.0,4.0,128.0,64.0,,,transformer,0.0,,,,,0.99
10,CBF,TSFRESH_SEL,1,0,3.0,4.0,128.0,64.0,,,transformer,0.0,,,,,0.88
10,CBF,TSFRESH_SEL,2,0,3.0,4.0,128.0,64.0,,,transformer,0.0,,,,,0.97
10,CBF,TSFRESH_SEL,3,0,3.0,4.0,128.0,64.0,,,transformer,0.0,,,,,0.9444444444444444
10,CBF,TSFRESH_SEL,4,0,3.0,4.0,128.0,64.0,,,transformer,0.0,,,,,0.9766666666666667
10,CBF,TSFRESH_SEL,0,0,,,,,,uniform,resnet,,3.0,16.0,True,True,0.9755555555555555
10,CBF,TSFRESH_SEL,1,0,,,,,,uniform,resnet,,3.0,16.0,True,True,0.36333333333333334
10,CBF,TSFRESH_SEL,2,0,,,,,,uniform,resnet,,3.0,16.0,True,True,0.9244444444444444
10,CBF,TSFRESH_SEL,3,0,,,,,,uniform,resnet,,3.0,16.0,True,True,0.9244444444444444
10,CBF,TSFRESH_SEL,4,0,,,,,,uniform,resnet,,3.0,16.0,True,True,0.9622222222222222
10,CBF,TSFRESH_SEL,0,0,,,,,,uniform,resnet,,3.0,64.0,True,True,0.9655555555555555
10,CBF,TSFRESH_SEL,1,0,,,,,,uniform,resnet,,3.0,64.0,True,True,0.3333333333333333
10,CBF,TSFRESH_SEL,2,0,,,,,,uniform,resnet,,3.0,64.0,True,True,0.9444444444444444
10,CBF,TSFRESH_SEL,3,0,,,,,,uniform,resnet,,3.0,64.0,True,True,0.9477777777777778
10,CBF,TSFRESH_SEL,4,0,,,,,,uniform,resnet,,3.0,64.0,True,True,0.93
10,CBF,TSFRESH_SEL_SYM,0,5,3.0,4.0,32.0,16.0,,uniform,transformer,0.0,,,,,0.99
10,CBF,TSFRESH_SEL_SYM,1,5,3.0,4.0,32.0,16.0,,uniform,transformer,0.0,,,,,0.9922222222222222
10,CBF,TSFRESH_SEL_SYM,2,5,3.0,4.0,32.0,16.0,,uniform,transformer,0.0,,,,,0.9822222222222222
10,CBF,TSFRESH_SEL_SYM,3,5,3.0,4.0,32.0,16.0,,uniform,transformer,0.0,,,,,0.9777777777777777
10,CBF,TSFRESH_SEL_SYM,4,5,3.0,4.0,32.0,16.0,,uniform,transformer,0.0,,,,,0.98
10,CBF,TSFRESH_SEL_SYM,0,6,3.0,4.0,32.0,16.0,,quantile,transformer,0.0,,,,,0.9822222222222222
10,CBF,TSFRESH_SEL_SYM,1,6,3.0,4.0,32.0,16.0,,quantile,transformer,0.0,,,,,0.9833333333333333
10,CBF,TSFRESH_SEL_SYM,2,6,3.0,4.0,32.0,16.0,,quantile,transformer,0.0,,,,,0.9788888888888889
10,CBF,TSFRESH_SEL_SYM,3,6,3.0,4.0,32.0,16.0,,quantile,transformer,0.0,,,,,0.7322222222222222
10,CBF,TSFRESH_SEL_SYM,4,6,3.0,4.0,32.0,16.0,,quantile,transformer,0.0,,,,,0.9633333333333334
10,CBF,TSFRESH_SEL_SYM,0,5,3.0,4.0,128.0,64.0,,uniform,transformer,0.0,,,,,0.9933333333333333
10,CBF,TSFRESH_SEL_SYM,1,5,3.0,4.0,128.0,64.0,,uniform,transformer,0.0,,,,,0.9922222222222222
10,CBF,TSFRESH_SEL_SYM,2,5,3.0,4.0,128.0,64.0,,uniform,transformer,0.0,,,,,0.9955555555555555
10,CBF,TSFRESH_SEL_SYM,3,5,3.0,4.0,128.0,64.0,,uniform,transformer,0.0,,,,,0.9933333333333333
10,CBF,TSFRESH_SEL_SYM,4,5,3.0,4.0,128.0,64.0,,uniform,transformer,0.0,,,,,0.9911111111111112
10,CBF,TSFRESH_SEL_SYM,0,5,,,,,,uniform,resnet,,3.0,16.0,True,True,0.98
10,CBF,TSFRESH_SEL_SYM,1,5,,,,,,uniform,resnet,,3.0,16.0,True,True,0.9911111111111112
10,CBF,TSFRESH_SEL_SYM,2,5,,,,,,uniform,resnet,,3.0,16.0,True,True,0.9877777777777778
10,CBF,TSFRESH_SEL_SYM,3,5,,,,,,uniform,resnet,,3.0,16.0,True,True,0.9822222222222222
10,CBF,TSFRESH_SEL_SYM,4,5,,,,,,uniform,resnet,,3.0,16.0,True,True,0.9922222222222222
10,CBF,TSFRESH_SEL_SYM,0,5,,,,,,uniform,resnet,,3.0,64.0,True,True,0.9877777777777778
10,CBF,TSFRESH_SEL_SYM,1,5,,,,,,uniform,resnet,,3.0,64.0,True,True,0.9944444444444445
10,CBF,TSFRESH_SEL_SYM,2,5,,,,,,uniform,resnet,,3.0,64.0,True,True,0.99
10,CBF,TSFRESH_SEL_SYM,3,5,,,,,,uniform,resnet,,3.0,64.0,True,True,0.9922222222222222
10,CBF,TSFRESH_SEL_SYM,4,5,,,,,,uniform,resnet,,3.0,64.0,True,True,0.9944444444444445
10,CBF,TSFRESH_SEL_SYM,0,5,,,,,,quantile,resnet,,3.0,16.0,True,True,0.9888888888888889
10,CBF,TSFRESH_SEL_SYM,1,5,,,,,,quantile,resnet,,3.0,16.0,True,True,0.9944444444444445
10,CBF,TSFRESH_SEL_SYM,2,5,,,,,,quantile,resnet,,3.0,16.0,True,True,0.9877777777777778
10,CBF,TSFRESH_SEL_SYM,3,5,,,,,,quantile,resnet,,3.0,16.0,True,True,0.9622222222222222
10,CBF,TSFRESH_SEL_SYM,4,5,,,,,,quantile,resnet,,3.0,16.0,True,True,0.9944444444444445
10,CBF,TSFRESH_SEL_SYM,0,5,,,,,,quantile,resnet,,3.0,64.0,True,True,0.9888888888888889
10,CBF,TSFRESH_SEL_SYM,1,5,,,,,,quantile,resnet,,3.0,64.0,True,True,0.9955555555555555
10,CBF,TSFRESH_SEL_SYM,2,5,,,,,,quantile,resnet,,3.0,64.0,True,True,0.9911111111111112
10,CBF,TSFRESH_SEL_SYM,3,5,,,,,,quantile,resnet,,3.0,64.0,True,True,0.9855555555555555
10,CBF,TSFRESH_SEL_SYM,4,5,,,,,,quantile,resnet,,3.0,64.0,True,True,0.9955555555555555
10,CBF,TSFRESH_SEL_SYM,0,6,,,,,,uniform,resnet,,3.0,16.0,True,True,0.98
10,CBF,TSFRESH_SEL_SYM,1,6,,,,,,uniform,resnet,,3.0,16.0,True,True,0.9944444444444445
10,CBF,TSFRESH_SEL_SYM,2,6,,,,,,uniform,resnet,,3.0,16.0,True,True,0.9955555555555555
10,CBF,TSFRESH_SEL_SYM,3,6,,,,,,uniform,resnet,,3.0,16.0,True,True,0.99
10,CBF,TSFRESH_SEL_SYM,4,6,,,,,,uniform,resnet,,3.0,16.0,True,True,0.9988888888888889
10,CBF,TSFRESH_SEL_SYM,0,6,,,,,,uniform,resnet,,3.0,64.0,True,True,0.9855555555555555
10,CBF,TSFRESH_SEL_SYM,1,6,,,,,,uniform,resnet,,3.0,64.0,True,True,0.9966666666666667
10,CBF,TSFRESH_SEL_SYM,2,6,,,,,,uniform,resnet,,3.0,64.0,True,True,0.9922222222222222
10,CBF,TSFRESH_SEL_SYM,3,6,,,,,,uniform,resnet,,3.0,64.0,True,True,0.9933333333333333
10,CBF,TSFRESH_SEL_SYM,4,6,,,,,,uniform,resnet,,3.0,64.0,True,True,0.9988888888888889
10,CBF,TSFRESH_SEL_SYM,0,6,,,,,,quantile,resnet,,3.0,16.0,True,True,0.9944444444444445
10,CBF,TSFRESH_SEL_SYM,1,6,,,,,,quantile,resnet,,3.0,16.0,True,True,0.9933333333333333
10,CBF,TSFRESH_SEL_SYM,2,6,,,,,,quantile,resnet,,3.0,16.0,True,True,0.9866666666666667
10,CBF,TSFRESH_SEL_SYM,3,6,,,,,,quantile,resnet,,3.0,16.0,True,True,0.9733333333333334
10,CBF,TSFRESH_SEL_SYM,4,6,,,,,,quantile,resnet,,3.0,16.0,True,True,0.9955555555555555
10,CBF,TSFRESH_SEL_SYM,0,6,,,,,,quantile,resnet,,3.0,64.0,True,True,0.9944444444444445
10,CBF,TSFRESH_SEL_SYM,1,6,,,,,,quantile,resnet,,3.0,64.0,True,True,0.9944444444444445
10,CBF,TSFRESH_SEL_SYM,2,6,,,,,,quantile,resnet,,3.0,64.0,True,True,0.9922222222222222
10,CBF,TSFRESH_SEL_SYM,3,6,,,,,,quantile,resnet,,3.0,64.0,True,True,0.9844444444444445
10,CBF,TSFRESH_SEL_SYM,4,6,,,,,,quantile,resnet,,3.0,64.0,True,True,0.9966666666666667
10,CBF,TSFRESH_SYM,0,5,3.0,4.0,32.0,16.0,,uniform,transformer,0.0,,,,,0.9944444444444445
10,CBF,TSFRESH_SYM,1,5,3.0,4.0,32.0,16.0,,uniform,transformer,0.0,,,,,0.9911111111111112
10,CBF,TSFRESH_SYM,2,5,3.0,4.0,32.0,16.0,,uniform,transformer,0.0,,,,,0.9922222222222222
10,CBF,TSFRESH_SYM,3,5,3.0,4.0,32.0,16.0,,uniform,transformer,0.0,,,,,0.97
10,CBF,TSFRESH_SYM,4,5,3.0,4.0,32.0,16.0,,uniform,transformer,0.0,,,,,0.9766666666666667
10,CBF,TSFRESH_SYM,0,5,3.0,4.0,128.0,64.0,,quantile,transformer,0.0,,,,,0.9877777777777778
10,CBF,TSFRESH_SYM,1,5,3.0,4.0,128.0,64.0,,quantile,transformer,0.0,,,,,0.9866666666666667
10,CBF,TSFRESH_SYM,2,5,3.0,4.0,128.0,64.0,,quantile,transformer,0.0,,,,,0.9833333333333333
10,CBF,TSFRESH_SYM,3,5,3.0,4.0,128.0,64.0,,quantile,transformer,0.0,,,,,0.9611111111111111
10,CBF,TSFRESH_SYM,4,5,3.0,4.0,128.0,64.0,,quantile,transformer,0.0,,,,,0.9855555555555555
10,CBF,TSFRESH_SYM,0,5,,,,,,uniform,resnet,,3.0,16.0,True,True,0.99
10,CBF,TSFRESH_SYM,1,5,,,,,,uniform,resnet,,3.0,16.0,True,True,0.9888888888888889
10,CBF,TSFRESH_SYM,2,5,,,,,,uniform,resnet,,3.0,16.0,True,True,0.9888888888888889
10,CBF,TSFRESH_SYM,3,5,,,,,,uniform,resnet,,3.0,16.0,True,True,0.9933333333333333
10,CBF,TSFRESH_SYM,4,5,,,,,,uniform,resnet,,3.0,16.0,True,True,0.9966666666666667
10,CBF,TSFRESH_SYM,0,5,,,,,,uniform,resnet,,3.0,64.0,True,True,0.9888888888888889
10,CBF,TSFRESH_SYM,1,5,,,,,,uniform,resnet,,3.0,64.0,True,True,0.9944444444444445
10,CBF,TSFRESH_SYM,2,5,,,,,,uniform,resnet,,3.0,64.0,True,True,0.9922222222222222
10,CBF,TSFRESH_SYM,3,5,,,,,,uniform,resnet,,3.0,64.0,True,True,0.9933333333333333
10,CBF,TSFRESH_SYM,4,5,,,,,,uniform,resnet,,3.0,64.0,True,True,0.9977777777777778
10,CBF,TSFRESH_SYM,0,5,,,,,,quantile,resnet,,3.0,16.0,True,True,0.9888888888888889
10,CBF,TSFRESH_SYM,1,5,,,,,,quantile,resnet,,3.0,16.0,True,True,0.9877777777777778
10,CBF,TSFRESH_SYM,2,5,,,,,,quantile,resnet,,3.0,16.0,True,True,0.9822222222222222
10,CBF,TSFRESH_SYM,3,5,,,,,,quantile,resnet,,3.0,16.0,True,True,0.9266666666666666
10,CBF,TSFRESH_SYM,4,5,,,,,,quantile,resnet,,3.0,16.0,True,True,0.9888888888888889
10,CBF,TSFRESH_SYM,0,5,,,,,,quantile,resnet,,3.0,64.0,True,True,0.9877777777777778
10,CBF,TSFRESH_SYM,1,5,,,,,,quantile,resnet,,3.0,64.0,True,True,0.9855555555555555
10,CBF,TSFRESH_SYM,2,5,,,,,,quantile,resnet,,3.0,64.0,True,True,0.9811111111111112
10,CBF,TSFRESH_SYM,3,5,,,,,,quantile,resnet,,3.0,64.0,True,True,0.9644444444444444
10,CBF,TSFRESH_SYM,4,5,,,,,,quantile,resnet,,3.0,64.0,True,True,0.9866666666666667
10,CBF,TSFRESH_SYM,0,6,,,,,,uniform,resnet,,3.0,16.0,True,True,0.9944444444444445
10,CBF,TSFRESH_SYM,1,6,,,,,,uniform,resnet,,3.0,16.0,True,True,0.9922222222222222
10,CBF,TSFRESH_SYM,2,6,,,,,,uniform,resnet,,3.0,16.0,True,True,0.99
10,CBF,TSFRESH_SYM,3,6,,,,,,uniform,resnet,,3.0,16.0,True,True,0.9888888888888889
10,CBF,TSFRESH_SYM,4,6,,,,,,uniform,resnet,,3.0,16.0,True,True,0.9988888888888889
10,CBF,TSFRESH_SYM,0,6,,,,,,uniform,resnet,,3.0,64.0,True,True,0.9911111111111112
10,CBF,TSFRESH_SYM,1,6,,,,,,uniform,resnet,,3.0,64.0,True,True,0.9933333333333333
10,CBF,TSFRESH_SYM,2,6,,,,,,uniform,resnet,,3.0,64.0,True,True,0.99
10,CBF,TSFRESH_SYM,3,6,,,,,,uniform,resnet,,3.0,64.0,True,True,0.9955555555555555
10,CBF,TSFRESH_SYM,4,6,,,,,,uniform,resnet,,3.0,64.0,True,True,0.9955555555555555
10,CBF,TSFRESH_SYM,0,6,,,,,,quantile,resnet,,3.0,16.0,True,True,0.9877777777777778
10,CBF,TSFRESH_SYM,1,6,,,,,,quantile,resnet,,3.0,16.0,True,True,0.99
10,CBF,TSFRESH_SYM,2,6,,,,,,quantile,resnet,,3.0,16.0,True,True,0.9822222222222222
10,CBF,TSFRESH_SYM,3,6,,,,,,quantile,resnet,,3.0,16.0,True,True,0.9377777777777778
10,CBF,TSFRESH_SYM,4,6,,,,,,quantile,resnet,,3.0,16.0,True,True,0.9888888888888889
10,CBF,TSFRESH_SYM,0,6,,,,,,quantile,resnet,,3.0,64.0,True,True,0.9833333333333333
10,CBF,TSFRESH_SYM,1,6,,,,,,quantile,resnet,,3.0,64.0,True,True,0.99
10,CBF,TSFRESH_SYM,2,6,,,,,,quantile,resnet,,3.0,64.0,True,True,0.9822222222222222
10,CBF,TSFRESH_SYM,3,6,,,,,,quantile,resnet,,3.0,64.0,True,True,0.9733333333333334
10,CBF,TSFRESH_SYM,4,6,,,,,,quantile,resnet,,3.0,64.0,True,True,0.9844444444444445
11,Car,CATCH22,0,0,,,,,,uniform,resnet,,3.0,16.0,True,True,0.5333333333333333
11,Car,CATCH22,1,0,,,,,,uniform,resnet,,3.0,16.0,True,True,0.55
11,Car,CATCH22,2,0,,,,,,uniform,resnet,,3.0,16.0,True,True,0.4166666666666667
11,Car,CATCH22,3,0,,,,,,uniform,resnet,,3.0,16.0,True,True,0.4666666666666667
11,Car,CATCH22,4,0,,,,,,uniform,resnet,,3.0,16.0,True,True,0.5333333333333333
11,Car,CATCH22,0,0,,,,,,uniform,resnet,,3.0,64.0,True,True,0.6333333333333333
11,Car,CATCH22,1,0,,,,,,uniform,resnet,,3.0,64.0,True,True,0.6666666666666666
11,Car,CATCH22,2,0,,,,,,uniform,resnet,,3.0,64.0,True,True,0.6
11,Car,CATCH22,3,0,,,,,,uniform,resnet,,3.0,64.0,True,True,0.4666666666666667
11,Car,CATCH22,4,0,,,,,,uniform,resnet,,3.0,64.0,True,True,0.6666666666666666
11,Car,CATCH22_SYM,0,5,3.0,4.0,32.0,16.0,,uniform,transformer,0.0,,,,,0.6666666666666666
11,Car,CATCH22_SYM,1,5,3.0,4.0,32.0,16.0,,uniform,transformer,0.0,,,,,0.5333333333333333
11,Car,CATCH22_SYM,2,5,3.0,4.0,32.0,16.0,,uniform,transformer,0.0,,,,,0.6333333333333333
11,Car,CATCH22_SYM,3,5,3.0,4.0,32.0,16.0,,uniform,transformer,0.0,,,,,0.6333333333333333
11,Car,CATCH22_SYM,4,5,3.0,4.0,32.0,16.0,,uniform,transformer,0.0,,,,,0.6
11,Car,CATCH22_SYM,0,6,3.0,4.0,32.0,16.0,,quantile,transformer,0.0,,,,,0.6666666666666666
11,Car,CATCH22_SYM,1,6,3.0,4.0,32.0,16.0,,quantile,transformer,0.0,,,,,0.65
11,Car,CATCH22_SYM,2,6,3.0,4.0,32.0,16.0,,quantile,transformer,0.0,,,,,0.7
11,Car,CATCH22_SYM,3,6,3.0,4.0,32.0,16.0,,quantile,transformer,0.0,,,,,0.6666666666666666
11,Car,CATCH22_SYM,4,6,3.0,4.0,32.0,16.0,,quantile,transformer,0.0,,,,,0.6666666666666666
11,Car,CATCH22_SYM,0,5,3.0,4.0,128.0,64.0,,quantile,transformer,0.0,,,,,0.6666666666666666
11,Car,CATCH22_SYM,1,5,3.0,4.0,128.0,64.0,,quantile,transformer,0.0,,,,,0.65
11,Car,CATCH22_SYM,2,5,3.0,4.0,128.0,64.0,,quantile,transformer,0.0,,,,,0.6666666666666666
11,Car,CATCH22_SYM,3,5,3.0,4.0,128.0,64.0,,quantile,transformer,0.0,,,,,0.5833333333333334
11,Car,CATCH22_SYM,4,5,3.0,4.0,128.0,64.0,,quantile,transformer,0.0,,,,,0.7
11,Car,CATCH22_SYM,0,5,,,,,,uniform,resnet,,3.0,16.0,True,True,0.5833333333333334
11,Car,CATCH22_SYM,1,5,,,,,,uniform,resnet,,3.0,16.0,True,True,0.6333333333333333
11,Car,CATCH22_SYM,2,5,,,,,,uniform,resnet,,3.0,16.0,True,True,0.65
11,Car,CATCH22_SYM,3,5,,,,,,uniform,resnet,,3.0,16.0,True,True,0.6333333333333333
11,Car,CATCH22_SYM,4,5,,,,,,uniform,resnet,,3.0,16.0,True,True,0.7
11,Car,CATCH22_SYM,0,5,,,,,,uniform,resnet,,3.0,64.0,True,True,0.6833333333333333
11,Car,CATCH22_SYM,1,5,,,,,,uniform,resnet,,3.0,64.0,True,True,0.7333333333333333
11,Car,CATCH22_SYM,2,5,,,,,,uniform,resnet,,3.0,64.0,True,True,0.6666666666666666
11,Car,CATCH22_SYM,3,5,,,,,,uniform,resnet,,3.0,64.0,True,True,0.6666666666666666
11,Car,CATCH22_SYM,4,5,,,,,,uniform,resnet,,3.0,64.0,True,True,0.6666666666666666
11,Car,CATCH22_SYM,0,5,,,,,,quantile,resnet,,3.0,16.0,True,True,0.6666666666666666
11,Car,CATCH22_SYM,1,5,,,,,,quantile,resnet,,3.0,16.0,True,True,0.7333333333333333
11,Car,CATCH22_SYM,2,5,,,,,,quantile,resnet,,3.0,16.0,True,True,0.65
11,Car,CATCH22_SYM,3,5,,,,,,quantile,resnet,,3.0,16.0,True,True,0.7
11,Car,CATCH22_SYM,4,5,,,,,,quantile,resnet,,3.0,16.0,True,True,0.6666666666666666
11,Car,CATCH22_SYM,0,5,,,,,,quantile,resnet,,3.0,64.0,True,True,0.7
11,Car,CATCH22_SYM,1,5,,,,,,quantile,resnet,,3.0,64.0,True,True,0.6666666666666666
11,Car,CATCH22_SYM,2,5,,,,,,quantile,resnet,,3.0,64.0,True,True,0.65
11,Car,CATCH22_SYM,3,5,,,,,,quantile,resnet,,3.0,64.0,True,True,0.6833333333333333
11,Car,CATCH22_SYM,4,5,,,,,,quantile,resnet,,3.0,64.0,True,True,0.65
11,Car,CATCH22_SYM,0,6,,,,,,uniform,resnet,,3.0,16.0,True,True,0.6666666666666666
11,Car,CATCH22_SYM,1,6,,,,,,uniform,resnet,,3.0,16.0,True,True,0.6833333333333333
11,Car,CATCH22_SYM,2,6,,,,,,uniform,resnet,,3.0,16.0,True,True,0.6666666666666666
11,Car,CATCH22_SYM,3,6,,,,,,uniform,resnet,,3.0,16.0,True,True,0.7333333333333333
11,Car,CATCH22_SYM,4,6,,,,,,uniform,resnet,,3.0,16.0,True,True,0.7
11,Car,CATCH22_SYM,0,6,,,,,,uniform,resnet,,3.0,64.0,True,True,0.65
11,Car,CATCH22_SYM,1,6,,,,,,uniform,resnet,,3.0,64.0,True,True,0.7166666666666667
11,Car,CATCH22_SYM,2,6,,,,,,uniform,resnet,,3.0,64.0,True,True,0.7166666666666667
11,Car,CATCH22_SYM,3,6,,,,,,uniform,resnet,,3.0,64.0,True,True,0.6666666666666666
11,Car,CATCH22_SYM,4,6,,,,,,uniform,resnet,,3.0,64.0,True,True,0.6833333333333333
11,Car,CATCH22_SYM,0,6,,,,,,quantile,resnet,,3.0,16.0,True,True,0.65
11,Car,CATCH22_SYM,1,6,,,,,,quantile,resnet,,3.0,16.0,True,True,0.6666666666666666
11,Car,CATCH22_SYM,2,6,,,,,,quantile,resnet,,3.0,16.0,True,True,0.6666666666666666
11,Car,CATCH22_SYM,3,6,,,,,,quantile,resnet,,3.0,16.0,True,True,0.6833333333333333
11,Car,CATCH22_SYM,4,6,,,,,,quantile,resnet,,3.0,16.0,True,True,0.6833333333333333
11,Car,CATCH22_SYM,0,6,,,,,,quantile,resnet,,3.0,64.0,True,True,0.7
11,Car,CATCH22_SYM,1,6,,,,,,quantile,resnet,,3.0,64.0,True,True,0.6833333333333333
11,Car,CATCH22_SYM,2,6,,,,,,quantile,resnet,,3.0,64.0,True,True,0.7
11,Car,CATCH22_SYM,3,6,,,,,,quantile,resnet,,3.0,64.0,True,True,0.7
11,Car,CATCH22_SYM,4,6,,,,,,quantile,resnet,,3.0,64.0,True,True,0.65
11,Car,CATCH24,0,0,,,,,,uniform,resnet,,3.0,16.0,True,True,0.5333333333333333
11,Car,CATCH24,1,0,,,,,,uniform,resnet,,3.0,16.0,True,True,0.55
11,Car,CATCH24,2,0,,,,,,uniform,resnet,,3.0,16.0,True,True,0.4166666666666667
11,Car,CATCH24,3,0,,,,,,uniform,resnet,,3.0,16.0,True,True,0.48333333333333334
11,Car,CATCH24,4,0,,,,,,uniform,resnet,,3.0,16.0,True,True,0.55
11,Car,CATCH24,0,0,,,,,,uniform,resnet,,3.0,64.0,True,True,0.65
11,Car,CATCH24,1,0,,,,,,uniform,resnet,,3.0,64.0,True,True,0.6833333333333333
11,Car,CATCH24,2,0,,,,,,uniform,resnet,,3.0,64.0,True,True,0.6
11,Car,CATCH24,3,0,,,,,,uniform,resnet,,3.0,64.0,True,True,0.48333333333333334
11,Car,CATCH24,4,0,,,,,,uniform,resnet,,3.0,64.0,True,True,0.6666666666666666
11,Car,CATCH24_SYM,0,6,3.0,4.0,32.0,16.0,,uniform,transformer,0.0,,,,,0.43333333333333335
11,Car,CATCH24_SYM,1,6,3.0,4.0,32.0,16.0,,uniform,transformer,0.0,,,,,0.55
11,Car,CATCH24_SYM,2,6,3.0,4.0,32.0,16.0,,uniform,transformer,0.0,,,,,0.6833333333333333
11,Car,CATCH24_SYM,3,6,3.0,4.0,32.0,16.0,,uniform,transformer,0.0,,,,,0.6166666666666667
11,Car,CATCH24_SYM,4,6,3.0,4.0,32.0,16.0,,uniform,transformer,0.0,,,,,0.65
11,Car,CATCH24_SYM,0,6,3.0,4.0,128.0,64.0,,uniform,transformer,0.0,,,,,0.6666666666666666
11,Car,CATCH24_SYM,1,6,3.0,4.0,128.0,64.0,,uniform,transformer,0.0,,,,,0.65
11,Car,CATCH24_SYM,2,6,3.0,4.0,128.0,64.0,,uniform,transformer,0.0,,,,,0.6666666666666666
11,Car,CATCH24_SYM,3,6,3.0,4.0,128.0,64.0,,uniform,transformer,0.0,,,,,0.7
11,Car,CATCH24_SYM,4,6,3.0,4.0,128.0,64.0,,uniform,transformer,0.0,,,,,0.6333333333333333
11,Car,CATCH24_SYM,0,5,,,,,,uniform,resnet,,3.0,16.0,True,True,0.5833333333333334
11,Car,CATCH24_SYM,1,5,,,,,,uniform,resnet,,3.0,16.0,True,True,0.6166666666666667
