number,symbolCount,numOfAttentionLayers,method,header,dmodel,dff,ncoef,strategy,architecture,dropout,name,num_resblocks,num_channels,use_1x1conv,lr,Test Accuracy,fold
22,0,3.0,TSFRESH,4.0,32.0,16.0,,,transformer,0.0,DistalPhalanxOutlineAgeGroup,,,,,0.7122302158273381,4
24,0,3.0,TSFRESH,4.0,32.0,16.0,,,transformer,0.0,DistalPhalanxTW,,,,,0.6258992805755396,0
24,0,3.0,TSFRESH,4.0,32.0,16.0,,,transformer,0.0,DistalPhalanxTW,,,,,0.60431654676259,1
24,0,3.0,TSFRESH,4.0,32.0,16.0,,,transformer,0.0,DistalPhalanxTW,,,,,0.6762589928057554,2
24,0,3.0,TSFRESH,4.0,32.0,16.0,,,transformer,0.0,DistalPhalanxTW,,,,,0.6115107913669064,3
24,0,3.0,TSFRESH,4.0,32.0,16.0,,,transformer,0.0,DistalPhalanxTW,,,,,0.6402877697841727,4
28,0,3.0,TSFEL,4.0,32.0,16.0,,,transformer,0.0,ECG200,,,,,0.84,0
28,0,3.0,TSFEL,4.0,32.0,16.0,,,transformer,0.0,ECG200,,,,,0.77,1
28,0,3.0,TSFEL,4.0,32.0,16.0,,,transformer,0.0,ECG200,,,,,0.81,2
28,0,3.0,TSFEL,4.0,32.0,16.0,,,transformer,0.0,ECG200,,,,,0.84,3
28,0,3.0,TSFEL,4.0,32.0,16.0,,,transformer,0.0,ECG200,,,,,0.86,4
28,0,3.0,TSFEAT,4.0,32.0,16.0,,,transformer,0.0,ECG200,,,,,0.73,0
28,0,3.0,TSFEAT,4.0,32.0,16.0,,,transformer,0.0,ECG200,,,,,0.7,1
28,0,3.0,TSFEAT,4.0,32.0,16.0,,,transformer,0.0,ECG200,,,,,0.72,2
28,0,3.0,TSFEAT,4.0,32.0,16.0,,,transformer,0.0,ECG200,,,,,0.71,3
28,0,3.0,TSFEAT,4.0,32.0,16.0,,,transformer,0.0,ECG200,,,,,0.72,4
29,0,3.0,ORI,4.0,32.0,16.0,,,transformer,0.0,ECG5000,,,,,0.9353333333333333,0
29,0,3.0,ORI,4.0,32.0,16.0,,,transformer,0.0,ECG5000,,,,,0.9422222222222222,1
29,0,3.0,ORI,4.0,32.0,16.0,,,transformer,0.0,ECG5000,,,,,0.938,2
29,0,3.0,ORI,4.0,32.0,16.0,,,transformer,0.0,ECG5000,,,,,0.9377777777777778,3
29,0,3.0,ORI,4.0,32.0,16.0,,,transformer,0.0,ECG5000,,,,,0.9406666666666667,4
29,0,3.0,TSFEL,4.0,32.0,16.0,,,transformer,0.0,ECG5000,,,,,0.9091111111111111,0
29,0,3.0,TSFEL,4.0,32.0,16.0,,,transformer,0.0,ECG5000,,,,,0.9273333333333333,1
29,0,3.0,TSFEL,4.0,32.0,16.0,,,transformer,0.0,ECG5000,,,,,0.9244444444444444,2
29,0,3.0,TSFEL,4.0,32.0,16.0,,,transformer,0.0,ECG5000,,,,,0.9175555555555556,3
29,0,3.0,TSFEL,4.0,32.0,16.0,,,transformer,0.0,ECG5000,,,,,0.9142222222222223,4
29,0,3.0,CATCH24,4.0,32.0,16.0,,,transformer,0.0,ECG5000,,,,,0.9242222222222222,0
29,0,3.0,CATCH24,4.0,32.0,16.0,,,transformer,0.0,ECG5000,,,,,0.9204444444444444,1
29,0,3.0,CATCH24,4.0,32.0,16.0,,,transformer,0.0,ECG5000,,,,,0.9235555555555556,2
29,0,3.0,CATCH24,4.0,32.0,16.0,,,transformer,0.0,ECG5000,,,,,0.9144444444444444,3
29,0,3.0,CATCH24,4.0,32.0,16.0,,,transformer,0.0,ECG5000,,,,,0.9166666666666666,4
29,0,3.0,TSFEAT,4.0,32.0,16.0,,,transformer,0.0,ECG5000,,,,,0.916,0
29,0,3.0,TSFEAT,4.0,32.0,16.0,,,transformer,0.0,ECG5000,,,,,0.912,1
29,0,3.0,TSFEAT,4.0,32.0,16.0,,,transformer,0.0,ECG5000,,,,,0.9128888888888889,2
29,0,3.0,TSFEAT,4.0,32.0,16.0,,,transformer,0.0,ECG5000,,,,,0.9237777777777778,3
29,0,3.0,TSFEAT,4.0,32.0,16.0,,,transformer,0.0,ECG5000,,,,,0.916,4
36,0,3.0,ORI,4.0,32.0,16.0,,,transformer,0.0,FaceAll,,,,,0.7313609467455622,0
36,0,3.0,ORI,4.0,32.0,16.0,,,transformer,0.0,FaceAll,,,,,0.727810650887574,1
36,0,3.0,ORI,4.0,32.0,16.0,,,transformer,0.0,FaceAll,,,,,0.7029585798816568,2
36,0,3.0,ORI,4.0,32.0,16.0,,,transformer,0.0,FaceAll,,,,,0.7035502958579881,3
36,0,3.0,ORI,4.0,32.0,16.0,,,transformer,0.0,FaceAll,,,,,0.7047337278106509,4
36,0,3.0,TSFRESH_SEL,4.0,32.0,16.0,,,transformer,0.0,FaceAll,,,,,0.8059171597633136,0
36,0,3.0,TSFRESH_SEL,4.0,32.0,16.0,,,transformer,0.0,FaceAll,,,,,0.8384615384615385,1
36,0,3.0,TSFRESH_SEL,4.0,32.0,16.0,,,transformer,0.0,FaceAll,,,,,0.8520710059171598,2
36,0,3.0,TSFRESH_SEL,4.0,32.0,16.0,,,transformer,0.0,FaceAll,,,,,0.8118343195266272,3
36,0,3.0,TSFRESH_SEL,4.0,32.0,16.0,,,transformer,0.0,FaceAll,,,,,0.823076923076923,4
36,0,3.0,TOOLS,4.0,32.0,16.0,,,transformer,0.0,FaceAll,,,,,0.35325443786982247,0
36,0,3.0,TOOLS,4.0,32.0,16.0,,,transformer,0.0,FaceAll,,,,,0.3727810650887574,1
36,0,3.0,TOOLS,4.0,32.0,16.0,,,transformer,0.0,FaceAll,,,,,0.36863905325443785,2
36,0,3.0,TOOLS,4.0,32.0,16.0,,,transformer,0.0,FaceAll,,,,,0.36153846153846153,3
36,0,3.0,TOOLS,4.0,32.0,16.0,,,transformer,0.0,FaceAll,,,,,0.34911242603550297,4
38,0,3.0,TSFEL,4.0,32.0,16.0,,,transformer,0.0,FacesUCR,,,,,0.6146341463414634,0
38,0,3.0,TSFEL,4.0,32.0,16.0,,,transformer,0.0,FacesUCR,,,,,0.72,1
38,0,3.0,TSFEL,4.0,32.0,16.0,,,transformer,0.0,FacesUCR,,,,,0.5902439024390244,2
38,0,3.0,TSFEL,4.0,32.0,16.0,,,transformer,0.0,FacesUCR,,,,,0.5658536585365853,3
38,0,3.0,TSFEL,4.0,32.0,16.0,,,transformer,0.0,FacesUCR,,,,,0.5751219512195122,4
38,0,3.0,TSFEAT,4.0,32.0,16.0,,,transformer,0.0,FacesUCR,,,,,0.5960975609756097,0
38,0,3.0,TSFEAT,4.0,32.0,16.0,,,transformer,0.0,FacesUCR,,,,,0.5985365853658536,1
38,0,3.0,TSFEAT,4.0,32.0,16.0,,,transformer,0.0,FacesUCR,,,,,0.6102439024390244,2
38,0,3.0,TSFEAT,4.0,32.0,16.0,,,transformer,0.0,FacesUCR,,,,,0.588780487804878,3
38,0,3.0,TSFEAT,4.0,32.0,16.0,,,transformer,0.0,FacesUCR,,,,,0.5848780487804878,4
39,0,3.0,ORI,4.0,32.0,16.0,,,transformer,0.0,FiftyWords,,,,,0.6043956043956044,0
39,0,3.0,ORI,4.0,32.0,16.0,,,transformer,0.0,FiftyWords,,,,,0.6373626373626373,1
39,0,3.0,ORI,4.0,32.0,16.0,,,transformer,0.0,FiftyWords,,,,,0.6197802197802198,2
39,0,3.0,ORI,4.0,32.0,16.0,,,transformer,0.0,FiftyWords,,,,,0.6285714285714286,3
39,0,3.0,ORI,4.0,32.0,16.0,,,transformer,0.0,FiftyWords,,,,,0.6329670329670329,4
39,0,3.0,TSFEL,4.0,32.0,16.0,,,transformer,0.0,FiftyWords,,,,,0.42417582417582417,0
39,0,3.0,TSFEL,4.0,32.0,16.0,,,transformer,0.0,FiftyWords,,,,,0.42857142857142855,1
39,0,3.0,TSFEL,4.0,32.0,16.0,,,transformer,0.0,FiftyWords,,,,,0.2835164835164835,2
39,0,3.0,TSFEL,4.0,32.0,16.0,,,transformer,0.0,FiftyWords,,,,,0.3252747252747253,3
39,0,3.0,TSFEL,4.0,32.0,16.0,,,transformer,0.0,FiftyWords,,,,,0.3362637362637363,4
39,0,3.0,CATCH24,4.0,32.0,16.0,,,transformer,0.0,FiftyWords,,,,,0.48131868131868133,0
39,0,3.0,CATCH24,4.0,32.0,16.0,,,transformer,0.0,FiftyWords,,,,,0.5384615384615384,1
39,0,3.0,CATCH24,4.0,32.0,16.0,,,transformer,0.0,FiftyWords,,,,,0.545054945054945,2
39,0,3.0,CATCH24,4.0,32.0,16.0,,,transformer,0.0,FiftyWords,,,,,0.5164835164835165,3
39,0,3.0,CATCH24,4.0,32.0,16.0,,,transformer,0.0,FiftyWords,,,,,0.49230769230769234,4
40,0,3.0,ORI,4.0,32.0,16.0,,,transformer,0.0,Fish,,,,,0.8,0
40,0,3.0,ORI,4.0,32.0,16.0,,,transformer,0.0,Fish,,,,,0.76,1
40,0,3.0,ORI,4.0,32.0,16.0,,,transformer,0.0,Fish,,,,,0.8228571428571428,2
