number,symbolCount,numOfAttentionLayers,method,header,dmodel,dff,ncoef,strategy,architecture,dropout,name,num_resblocks,num_channels,use_1x1conv,lr,Test Accuracy,fold
80,0,,CATCH22,,,,,uniform,resnet,,OSULeaf,3.0,16.0,True,True,0.5413223140495868,4
80,0,,CATCH22,,,,,uniform,resnet,,OSULeaf,3.0,64.0,True,True,0.5785123966942148,0
80,0,,CATCH22,,,,,uniform,resnet,,OSULeaf,3.0,64.0,True,True,0.5454545454545454,1
80,0,,CATCH22,,,,,uniform,resnet,,OSULeaf,3.0,64.0,True,True,0.5785123966942148,2
80,0,,CATCH22,,,,,uniform,resnet,,OSULeaf,3.0,64.0,True,True,0.5785123966942148,3
80,0,,CATCH22,,,,,uniform,resnet,,OSULeaf,3.0,64.0,True,True,0.5785123966942148,4
80,0,,CATCH24,,,,,uniform,resnet,,OSULeaf,3.0,16.0,True,True,0.5909090909090909,0
80,0,,CATCH24,,,,,uniform,resnet,,OSULeaf,3.0,16.0,True,True,0.5578512396694215,1
80,0,,CATCH24,,,,,uniform,resnet,,OSULeaf,3.0,16.0,True,True,0.5867768595041323,2
80,0,,CATCH24,,,,,uniform,resnet,,OSULeaf,3.0,16.0,True,True,0.5619834710743802,3
80,0,,CATCH24,,,,,uniform,resnet,,OSULeaf,3.0,16.0,True,True,0.5454545454545454,4
80,0,,CATCH24,,,,,uniform,resnet,,OSULeaf,3.0,64.0,True,True,0.5785123966942148,0
80,0,,CATCH24,,,,,uniform,resnet,,OSULeaf,3.0,64.0,True,True,0.5330578512396694,1
80,0,,CATCH24,,,,,uniform,resnet,,OSULeaf,3.0,64.0,True,True,0.5867768595041323,2
80,0,,CATCH24,,,,,uniform,resnet,,OSULeaf,3.0,64.0,True,True,0.5826446280991735,3
80,0,,CATCH24,,,,,uniform,resnet,,OSULeaf,3.0,64.0,True,True,0.5826446280991735,4
80,0,,TSFEAT,,,,,uniform,resnet,,OSULeaf,3.0,16.0,True,True,0.512396694214876,0
80,0,,TSFEAT,,,,,uniform,resnet,,OSULeaf,3.0,16.0,True,True,0.6157024793388429,1
80,0,,TSFEAT,,,,,uniform,resnet,,OSULeaf,3.0,16.0,True,True,0.6239669421487604,2
80,0,,TSFEAT,,,,,uniform,resnet,,OSULeaf,3.0,16.0,True,True,0.5082644628099173,3
80,0,,TSFEAT,,,,,uniform,resnet,,OSULeaf,3.0,16.0,True,True,0.6528925619834711,4
80,0,,TSFEAT,,,,,uniform,resnet,,OSULeaf,3.0,64.0,True,True,0.6859504132231405,0
80,0,,TSFEAT,,,,,uniform,resnet,,OSULeaf,3.0,64.0,True,True,0.6900826446280992,1
80,0,,TSFEAT,,,,,uniform,resnet,,OSULeaf,3.0,64.0,True,True,0.6198347107438017,2
80,0,,TSFEAT,,,,,uniform,resnet,,OSULeaf,3.0,64.0,True,True,0.6900826446280992,3
80,0,,TSFEAT,,,,,uniform,resnet,,OSULeaf,3.0,64.0,True,True,0.7272727272727273,4
80,0,,TOOLS,,,,,uniform,resnet,,OSULeaf,3.0,16.0,True,True,0.3677685950413223,0
80,0,,TOOLS,,,,,uniform,resnet,,OSULeaf,3.0,16.0,True,True,0.4049586776859504,1
80,0,,TOOLS,,,,,uniform,resnet,,OSULeaf,3.0,16.0,True,True,0.39669421487603307,2
80,0,,TOOLS,,,,,uniform,resnet,,OSULeaf,3.0,16.0,True,True,0.384297520661157,3
80,0,,TOOLS,,,,,uniform,resnet,,OSULeaf,3.0,16.0,True,True,0.3677685950413223,4
80,0,,TOOLS,,,,,uniform,resnet,,OSULeaf,3.0,64.0,True,True,0.4256198347107438,0
80,0,,TOOLS,,,,,uniform,resnet,,OSULeaf,3.0,64.0,True,True,0.4793388429752066,1
80,0,,TOOLS,,,,,uniform,resnet,,OSULeaf,3.0,64.0,True,True,0.45041322314049587,2
80,0,,TOOLS,,,,,uniform,resnet,,OSULeaf,3.0,64.0,True,True,0.39669421487603307,3
80,0,,TOOLS,,,,,uniform,resnet,,OSULeaf,3.0,64.0,True,True,0.4256198347107438,4
81,0,,ORI,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.4,0
81,0,,ORI,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.9,1
81,0,,ORI,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.4,2
81,0,,ORI,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.4,3
81,0,,ORI,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.4,4
81,0,,ORI,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.7,0
81,0,,ORI,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.6666666666666666,1
81,0,,ORI,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.4,2
81,0,,ORI,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.4,3
81,0,,ORI,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.4,4
81,0,,TSFRESH,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.3333333333333333,0
81,0,,TSFRESH,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.23333333333333334,1
81,0,,TSFRESH,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.13333333333333333,2
81,0,,TSFRESH,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.23333333333333334,3
81,0,,TSFRESH,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.3,4
81,0,,TSFRESH,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.4,0
81,0,,TSFRESH,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.3333333333333333,1
81,0,,TSFRESH,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.4,2
81,0,,TSFRESH,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.26666666666666666,3
81,0,,TSFRESH,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.23333333333333334,4
81,0,,TSFRESH_SEL,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.6333333333333333,0
81,0,,TSFRESH_SEL,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.6,1
81,0,,TSFRESH_SEL,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.6333333333333333,2
81,0,,TSFRESH_SEL,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.5,3
81,0,,TSFRESH_SEL,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.3,4
81,0,,TSFRESH_SEL,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.7,0
81,0,,TSFRESH_SEL,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.7333333333333333,1
81,0,,TSFRESH_SEL,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.6666666666666666,2
81,0,,TSFRESH_SEL,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.4,3
81,0,,TSFRESH_SEL,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.6333333333333333,4
81,0,,TSFEL,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.3,0
81,0,,TSFEL,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.4,1
81,0,,TSFEL,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.16666666666666666,2
81,0,,TSFEL,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.16666666666666666,3
81,0,,TSFEL,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.13333333333333333,4
81,0,,TSFEL,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.3,0
81,0,,TSFEL,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.4,1
81,0,,TSFEL,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.4,2
81,0,,TSFEL,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.4,3
81,0,,TSFEL,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.3,4
81,0,,CATCH22,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.13333333333333333,0
81,0,,CATCH22,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.3,1
81,0,,CATCH22,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.4,2
81,0,,CATCH22,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.4,3
81,0,,CATCH22,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.4,4
81,0,,CATCH22,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.4,0
81,0,,CATCH22,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.4,1
81,0,,CATCH22,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.4,2
81,0,,CATCH22,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.3,3
81,0,,CATCH22,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.4,4
81,0,,CATCH24,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.13333333333333333,0
81,0,,CATCH24,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.3,1
81,0,,CATCH24,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.36666666666666664,2
81,0,,CATCH24,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.4,3
81,0,,CATCH24,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.4,4
81,0,,CATCH24,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.4,0
81,0,,CATCH24,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.4,1
81,0,,CATCH24,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.3,2
81,0,,CATCH24,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.4,3
81,0,,CATCH24,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.36666666666666664,4
81,0,,TSFEAT,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.4,0
81,0,,TSFEAT,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.4,1
81,0,,TSFEAT,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.4,2
81,0,,TSFEAT,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.16666666666666666,3
81,0,,TSFEAT,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.4,4
81,0,,TSFEAT,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.4,0
81,0,,TSFEAT,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.4,1
81,0,,TSFEAT,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.3,2
81,0,,TSFEAT,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.4,3
81,0,,TSFEAT,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.4,4
81,0,,TOOLS,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.4,0
81,0,,TOOLS,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.4,1
81,0,,TOOLS,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.4,2
81,0,,TOOLS,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.4,3
81,0,,TOOLS,,,,,uniform,resnet,,OliveOil,3.0,16.0,True,True,0.4,4
81,0,,TOOLS,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.4,0
81,0,,TOOLS,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.4,1
81,0,,TOOLS,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.4,2
81,0,,TOOLS,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.4,3
81,0,,TOOLS,,,,,uniform,resnet,,OliveOil,3.0,64.0,True,True,0.4,4
83,0,,ORI,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.7319347319347319,0
83,0,,ORI,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.7272727272727273,1
83,0,,ORI,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.7599067599067599,2
83,0,,ORI,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.7424242424242424,3
83,0,,ORI,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.7249417249417249,4
83,0,,ORI,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.7447552447552448,0
83,0,,ORI,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.7599067599067599,1
83,0,,ORI,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.7342657342657343,2
83,0,,ORI,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.7797202797202797,3
83,0,,ORI,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.7634032634032634,4
83,0,,TSFRESH,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.6130536130536131,0
83,0,,TSFRESH,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.38694638694638694,1
83,0,,TSFRESH,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.38694638694638694,2
83,0,,TSFRESH,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.38694638694638694,3
83,0,,TSFRESH,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.5046620046620046,4
83,0,,TSFRESH,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.5046620046620046,0
83,0,,TSFRESH,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.38694638694638694,1
83,0,,TSFRESH,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.38694638694638694,2
83,0,,TSFRESH,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.6130536130536131,3
83,0,,TSFRESH,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.6130536130536131,4
83,0,,TSFRESH_SEL,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.7377622377622378,0
83,0,,TSFRESH_SEL,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.7377622377622378,1
83,0,,TSFRESH_SEL,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.7365967365967366,2
83,0,,TSFRESH_SEL,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.7365967365967366,3
83,0,,TSFRESH_SEL,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.7575757575757576,4
83,0,,TSFRESH_SEL,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.7354312354312355,0
83,0,,TSFRESH_SEL,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.7365967365967366,1
83,0,,TSFRESH_SEL,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.7505827505827506,2
83,0,,TSFRESH_SEL,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.745920745920746,3
83,0,,TSFRESH_SEL,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.754079254079254,4
83,0,,TSFEL,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.6130536130536131,0
83,0,,TSFEL,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.6130536130536131,1
83,0,,TSFEL,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.38694638694638694,2
83,0,,TSFEL,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.38694638694638694,3
83,0,,TSFEL,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.7261072261072261,4
83,0,,TSFEL,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.6130536130536131,0
83,0,,TSFEL,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.38694638694638694,1
83,0,,TSFEL,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.7389277389277389,2
83,0,,TSFEL,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.6130536130536131,3
83,0,,TSFEL,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.6130536130536131,4
83,0,,CATCH22,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.6713286713286714,0
83,0,,CATCH22,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.6771561771561772,1
83,0,,CATCH22,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.6899766899766899,2
83,0,,CATCH22,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.6806526806526807,3
83,0,,CATCH22,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.6655011655011654,4
83,0,,CATCH22,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.6899766899766899,0
83,0,,CATCH22,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.6911421911421911,1
83,0,,CATCH22,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.6876456876456877,2
83,0,,CATCH22,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.7144522144522144,3
83,0,,CATCH22,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.7086247086247086,4
83,0,,CATCH24,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.6713286713286714,0
83,0,,CATCH24,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.6701631701631702,1
83,0,,CATCH24,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.696969696969697,2
83,0,,CATCH24,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.6806526806526807,3
83,0,,CATCH24,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.6643356643356644,4
83,0,,CATCH24,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.6958041958041958,0
83,0,,CATCH24,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.6911421911421911,1
83,0,,CATCH24,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.6899766899766899,2
83,0,,CATCH24,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.7097902097902098,3
83,0,,CATCH24,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.7074592074592074,4
83,0,,TSFEAT,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.6748251748251748,0
83,0,,TSFEAT,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.7156177156177156,1
83,0,,TSFEAT,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.6771561771561772,2
83,0,,TSFEAT,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.682983682983683,3
83,0,,TSFEAT,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.7027972027972028,4
83,0,,TSFEAT,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.7144522144522144,0
83,0,,TSFEAT,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.703962703962704,1
83,0,,TSFEAT,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.7167832167832168,2
83,0,,TSFEAT,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.7144522144522144,3
83,0,,TSFEAT,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.6899766899766899,4
83,0,,TOOLS,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.6631701631701632,0
83,0,,TOOLS,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.6771561771561772,1
83,0,,TOOLS,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.6643356643356644,2
83,0,,TOOLS,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.6608391608391608,3
83,0,,TOOLS,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,16.0,True,True,0.6783216783216783,4
83,0,,TOOLS,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.7214452214452215,0
83,0,,TOOLS,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.7249417249417249,1
83,0,,TOOLS,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.7296037296037297,2
83,0,,TOOLS,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.7354312354312355,3
83,0,,TOOLS,,,,,uniform,resnet,,PhalangesOutlinesCorrect,3.0,64.0,True,True,0.7167832167832168,4
89,0,,ORI,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.9809523809523809,0
89,0,,ORI,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.9714285714285714,1
89,0,,ORI,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.9809523809523809,2
89,0,,ORI,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.9714285714285714,3
89,0,,ORI,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.9809523809523809,4
89,0,,ORI,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.9904761904761905,0
89,0,,ORI,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.9809523809523809,1
89,0,,ORI,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.9714285714285714,2
89,0,,ORI,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.9523809523809523,3
89,0,,ORI,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.9809523809523809,4
89,0,,TSFRESH,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.10476190476190476,0
89,0,,TSFRESH,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.11428571428571428,1
89,0,,TSFRESH,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.13333333333333333,2
89,0,,TSFRESH,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.11428571428571428,3
89,0,,TSFRESH,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.10476190476190476,4
89,0,,TSFRESH,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.1619047619047619,0
89,0,,TSFRESH,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.08571428571428572,1
89,0,,TSFRESH,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.09523809523809523,2
89,0,,TSFRESH,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.14285714285714285,3
89,0,,TSFRESH,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.13333333333333333,4
89,0,,TSFRESH_SEL,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.8380952380952381,0
89,0,,TSFRESH_SEL,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.8285714285714286,1
89,0,,TSFRESH_SEL,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.7714285714285715,2
89,0,,TSFRESH_SEL,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.8952380952380953,3
89,0,,TSFRESH_SEL,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.7714285714285715,4
89,0,,TSFRESH_SEL,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.8857142857142857,0
89,0,,TSFRESH_SEL,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.9142857142857143,1
89,0,,TSFRESH_SEL,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.9333333333333333,2
89,0,,TSFRESH_SEL,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.8857142857142857,3
89,0,,TSFRESH_SEL,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.8952380952380953,4
89,0,,TSFEL,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.09523809523809523,0
89,0,,TSFEL,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.13333333333333333,1
89,0,,TSFEL,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.1523809523809524,2
89,0,,TSFEL,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.13333333333333333,3
89,0,,TSFEL,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.3333333333333333,4
89,0,,TSFEL,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.14285714285714285,0
89,0,,TSFEL,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.09523809523809523,1
89,0,,TSFEL,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.09523809523809523,2
89,0,,TSFEL,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.09523809523809523,3
89,0,,TSFEL,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.1619047619047619,4
89,0,,CATCH22,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.9142857142857143,0
89,0,,CATCH22,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.9238095238095239,1
89,0,,CATCH22,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.8857142857142857,2
89,0,,CATCH22,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.9333333333333333,3
89,0,,CATCH22,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.9428571428571428,4
89,0,,CATCH22,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.9523809523809523,0
89,0,,CATCH22,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.9333333333333333,1
89,0,,CATCH22,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.9142857142857143,2
89,0,,CATCH22,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.9333333333333333,3
89,0,,CATCH22,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.9428571428571428,4
89,0,,CATCH24,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.9238095238095239,0
89,0,,CATCH24,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.9428571428571428,1
89,0,,CATCH24,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.8857142857142857,2
89,0,,CATCH24,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.9333333333333333,3
89,0,,CATCH24,,,,,uniform,resnet,,Plane,3.0,16.0,True,True,0.9333333333333333,4
89,0,,CATCH24,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.9523809523809523,0
89,0,,CATCH24,,,,,uniform,resnet,,Plane,3.0,64.0,True,True,0.9333333333333333,1
